,day,sales
0,0.0,6622.516556291391
1,1.00418410041841,6961.143139081201
2,2.00836820083682,7316.957047501257
3,3.01255230125523,7690.817277447932
4,4.01673640167364,8083.624356814428
5,5.02092050209205,8496.322206581834
6,6.02510460251046,8929.900069648826
7,7.02928870292887,9385.3945081129
8,8.03347280334728,9863.891469489623
9,9.03765690376569,10366.528422095269
10,10.0418410041841,10894.496559518762
11,11.04602510460251,11449.043073767141
12,12.05020920502092,12031.47349628101
13,13.05439330543933,12643.154105578025
14,14.05857740585774,13285.514399788857
15,15.06276150627615,13960.049631796403
16,16.06694560669456,14668.323404070057
17,17.07112970711297,15411.970319597065
18,18.07531380753138,16192.698684546847
19,19.07949790794979,17012.293257455476
20,20.0836820083682,17872.61803878042
21,21.08786610878661,18775.619093643472
22,22.09205020920502,19723.32739944656
23,23.09623430962343,20717.861708803925
24,24.10041841004184,21761.431416878735
25,25.10460251046025,22856.33942073637
26,26.10878661087866,24004.984956724045
27,27.11297071129707,25209.866400151368
28,28.11715481171548,26473.584009674276
29,29.12133891213389,27798.842596769933
30,30.1255230125523,29188.45409853066
31,31.12970711297071,30645.340029696854
32,32.13389121338912,32172.533787392393
33,33.13807531380753,33773.18277942189
34,34.14225941422594,35450.5503442398
35,35.146443514644346,37208.01742781349
36,36.15062761506276,39049.08397958365
37,37.15481171548117,40977.37002658801
38,38.15899581589958,42996.616381575375
39,39.163179916317986,45110.68493761498
40,40.1673640167364,47323.5584983297
41,41.17154811715481,49639.34008947913
42,42.17573221757322,52062.25169423107
43,43.179916317991626,54596.63235113017
44,44.18410041841004,57246.9355505542
45,45.18828451882845,60017.7258624026
46,46.19246861924686,62913.67472496008
47,47.196652719665266,65939.55532239565
48,48.20083682008368,69100.23647628844
49,49.20502092050209,72400.67547501328
50,50.2092050209205,75845.90976387999
51,51.213389121338906,79441.04741872106
52,52.21757322175732,83191.25632629193
53,53.22175732217573,87101.75199652358
54,54.22594142259414,91177.78393449368
55,55.230125523012546,95424.62050410833
56,56.23430962343096,99847.53222107184
57,57.23849372384937,104451.77341991272
58,58.24267782426778,109242.56224879074
59,59.246861924686186,114225.05895666985
60,60.2510460251046,119404.3424503432
61,61.25523012552301,124785.38511385287
62,62.25941422594142,130373.02590014666
63,63.263598326359826,136171.94172442614
64,64.26778242677824,142186.61721057526
65,65.27196652719665,148421.31286630672
66,66.27615062761507,154880.03178913306
67,67.28033472803347,161566.48503383444
68,68.28451882845188,168484.0558025311
69,69.2887029288703,175635.76265050267
70,70.29288702928869,183024.22193414957
71,71.2970711297071,190651.60976151092
72,72.30125523012552,198519.62373998802
73,73.30543933054393,206629.4448497493
74,74.30962343096235,214981.69980397343
75,75.31380753138075,223576.4242878374
76,76.31799163179916,232413.0274961058
77,77.32217573221757,241490.2584133982
78,78.32635983263597,250806.17430077496
79,79.33054393305439,260358.1118661966
80,80.3347280334728,270142.66160377057
81,81.33891213389121,280155.6457865956
82,82.34309623430963,290392.1005896451
83,83.34728033472803,300846.26280183287
84,84.35146443514644,311511.5615596474
85,85.35564853556485,322380.6154981934
86,86.35983263598325,333445.23566908116
87,87.36401673640167,344696.43451846164
88,88.36820083682008,356124.44115312316
89,89.3723849372385,367718.72304862406
90,90.3765690376569,379468.01427199587
91,91.3807531380753,391360.3502039158
